case_id,pass_name,section,family,persona,player,response,auto_flags,relevant_0_1,intelligible_0_1,villager_voice_0_1,persona_consistent_0_1,acceptable_0_1,notes
core_001,greedy,core,greeting,Rowan | shepherd | Minoc | cheerful and good-natured,Hello.,hello there,,,,,,,
profession_040,greedy,profession,profession,Duncan | merchant | Jhelom | proud of your work,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_041,greedy,profession,profession,Duncan | merchant | Jhelom | proud of your work,Been doing it long?,long enough to know the trade well,,,,,,,
profession_042,greedy,profession,profession,Duncan | merchant | Jhelom | proud of your work,Business good today?,good enough to keep food on the table,,,,,,,
profession_043,greedy,profession,profession,Greta | farmer | Yew | practical and friendly,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_044,greedy,profession,profession,Greta | farmer | Yew | practical and friendly,Busy with your work?,a fine job,,,,,,,
profession_045,greedy,profession,profession,Greta | farmer | Yew | practical and friendly,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_046,greedy,profession,profession,Greta | farmer | Yew | practical and friendly,Is it hard work?,hard work builds character as my father said,,,,,,,
profession_047,greedy,profession,profession,Greta | farmer | Yew | practical and friendly,Been doing it long?,long enough to know the trade well,,,,,,,
profession_048,greedy,profession,profession,Greta | farmer | Yew | practical and friendly,How are the fields?,i have seen the same farmera manager in the fields / he carries wheat and t,hit_token_cap,,,,,,
profession_049,greedy,profession,profession,Rowan | shepherd | Minoc | cheerful and good-natured,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_050,greedy,profession,profession,Rowan | shepherd | Minoc | cheerful and good-natured,Busy with your work?,a good job / i keep to ourselves,,,,,,,
profession_051,greedy,profession,profession,Rowan | shepherd | Minoc | cheerful and good-natured,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_052,greedy,profession,profession,Rowan | shepherd | Minoc | cheerful and good-natured,Is it hard work?,hard work builds character as my father said,,,,,,,
profession_053,greedy,profession,profession,Rowan | shepherd | Minoc | cheerful and good-natured,Been doing it long?,long enough to know the trade well,,,,,,,
profession_054,greedy,profession,profession,Rowan | shepherd | Minoc | cheerful and good-natured,How is the flock?,i have heard nothing worth speaking to,,,,,,,
profession_055,greedy,profession,profession,Finn | guard | Yew | stern and dutiful,What do you do all day?,i keep at my trade / there is always something to do,,,,,,,
profession_056,greedy,profession,profession,Finn | guard | Yew | stern and dutiful,Busy with your work?,i work with my hands as a guard,,,,,,,
profession_057,greedy,profession,profession,Finn | guard | Yew | stern and dutiful,Do you enjoy your trade?,i keep at my trade,,,,,,,
profession_058,greedy,profession,profession,Finn | guard | Yew | stern and dutiful,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_059,greedy,profession,profession,Finn | guard | Yew | stern and dutiful,Been doing it long?,i have lost count of the years / the usual,,,,,,,
profession_060,greedy,profession,profession,Finn | guard | Yew | stern and dutiful,Quiet watch today?,nothing worth making a fuss over,,,,,,,
profession_061,greedy,profession,profession,Clara | alchemist | Moonglow | curious but humble,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_062,greedy,profession,profession,Clara | alchemist | Moonglow | curious but humble,Busy with your work?,a little bit of work,,,,,,,
profession_063,greedy,profession,profession,Clara | alchemist | Moonglow | curious but humble,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_064,greedy,profession,profession,Clara | alchemist | Moonglow | curious but humble,Is it hard work?,it has its challenges but i do not mind,,,,,,,
profession_065,greedy,profession,profession,Clara | alchemist | Moonglow | curious but humble,Been doing it long?,for the days work / i will teach thee,,,,,,,
profession_066,greedy,profession,profession,Clara | alchemist | Moonglow | curious but humble,Mixing anything today?,nothing worth mixing,,,,,,,
profession_067,greedy,profession,profession,Marta | provisioner | Britain | cheerful and brisk,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_068,greedy,profession,profession,Marta | provisioner | Britain | cheerful and brisk,Busy with your work?,a good job / i work hard enough,,,,,,,
profession_069,greedy,profession,profession,Marta | provisioner | Britain | cheerful and brisk,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_070,greedy,profession,profession,Marta | provisioner | Britain | cheerful and brisk,Is it hard work?,hard work builds character as my father said,,,,,,,
profession_071,greedy,profession,profession,Marta | provisioner | Britain | cheerful and brisk,Been doing it long?,long enough to know the trade well,,,,,,,
profession_072,greedy,profession,profession,Marta | provisioner | Britain | cheerful and brisk,Shop busy today?,the market is full of joy,,,,,,,
profession_073,greedy,profession,profession,Cedric | leathermaker | Vesper | reserved and skilled,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_074,greedy,profession,profession,Cedric | leathermaker | Vesper | reserved and skilled,Busy with your work?,a little hard to finish,,,,,,,
profession_075,greedy,profession,profession,Cedric | leathermaker | Vesper | reserved and skilled,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_076,greedy,profession,profession,Cedric | leathermaker | Vesper | reserved and skilled,Is it hard work?,it has its challenges but i do not mind,,,,,,,
profession_077,greedy,profession,profession,Cedric | leathermaker | Vesper | reserved and skilled,Been doing it long?,long enough to know the trade well,,,,,,,
profession_078,greedy,profession,profession,Cedric | leathermaker | Vesper | reserved and skilled,Working leather today?,leather is a fine kind of leather / it will last a long time,,,,,,,
profession_079,greedy,profession,profession,Isadora | brewer | Trinsic | gentle,What do you do all day?,i work from sunrise to dusk / it is my job,,,,,,,
profession_080,greedy,profession,profession,Isadora | brewer | Trinsic | gentle,Busy with your work?,a little work but i keep it to myself,,,,,,,
profession_081,greedy,profession,profession,Isadora | brewer | Trinsic | gentle,Do you enjoy your trade?,i do / there is also a good price for this,,,,,,,
profession_082,greedy,profession,profession,Isadora | brewer | Trinsic | gentle,Is it hard work?,hard work builds character as my father said,,,,,,,
profession_083,greedy,profession,profession,Isadora | brewer | Trinsic | gentle,Been doing it long?,i have not forgotten,,,,,,,
profession_084,greedy,profession,profession,Isadora | brewer | Trinsic | gentle,Ale brewing well?,a good brewer is a fine taste,,,,,,,
profession_085,greedy,profession,profession,Hilda | beekeeper | Vesper | practical,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_086,greedy,profession,profession,Hilda | beekeeper | Vesper | practical,Busy with your work?,a fine job,,,,,,,
profession_087,greedy,profession,profession,Hilda | beekeeper | Vesper | practical,Do you enjoy your trade?,i do / the market is fair and the air is fresh,,,,,,,
profession_088,greedy,profession,profession,Hilda | beekeeper | Vesper | practical,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_089,greedy,profession,profession,Hilda | beekeeper | Vesper | practical,Been doing it long?,long enough to know the trade well,,,,,,,
profession_090,greedy,profession,profession,Hilda | beekeeper | Vesper | practical,How are the bees?,the bees have their own work,,,,,,,
profession_091,greedy,profession,profession,Tobias | mason | Skara Brae | quiet and steady,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_092,greedy,profession,profession,Tobias | mason | Skara Brae | quiet and steady,Busy with your work?,i work with my hands as a worker / tis a fine work,,,,,,,
profession_093,greedy,profession,profession,Tobias | mason | Skara Brae | quiet and steady,Do you enjoy your trade?,i keep to myself but i am content,,,,,,,
profession_094,greedy,profession,profession,Tobias | mason | Skara Brae | quiet and steady,Is it hard work?,it has its challenges but i do not mind,,,,,,,
profession_095,greedy,profession,profession,Tobias | mason | Skara Brae | quiet and steady,Been doing it long?,long enough to know the trade well,,,,,,,
profession_096,greedy,profession,profession,Tobias | mason | Skara Brae | quiet and steady,Building anything today?,nothing worth making a messenger,,,,,,,
profession_097,greedy,profession,profession,Thalia | sailor | Serpent's Hold | tough and plain-spoken,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_098,greedy,profession,profession,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Busy with your work?,a little hard,,,,,,,
profession_099,greedy,profession,profession,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_100,greedy,profession,profession,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_101,greedy,profession,profession,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Been doing it long?,i have lost count of the years / the work is done,,,,,,,
profession_102,greedy,profession,profession,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Sea calm today?,the sea is calm and calm,,,,,,,
profession_103,greedy,profession,profession,Rachel | healer | Britain | patient and compassionate,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_104,greedy,profession,profession,Rachel | healer | Britain | patient and compassionate,Busy with your work?,a little hard,,,,,,,
profession_105,greedy,profession,profession,Rachel | healer | Britain | patient and compassionate,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_106,greedy,profession,profession,Rachel | healer | Britain | patient and compassionate,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_107,greedy,profession,profession,Rachel | healer | Britain | patient and compassionate,Been doing it long?,long enough to know the trade well,,,,,,,
profession_108,greedy,profession,profession,Rachel | healer | Britain | patient and compassionate,Many folk needing help today?,we are all in this town / we can do anything for thee,,,,,,,
profession_109,greedy,profession,profession,Gareth | hunter | Minoc | blunt and patient,What do you do all day?,i keep at my trade / there is always something to do,,,,,,,
profession_110,greedy,profession,profession,Gareth | hunter | Minoc | blunt and patient,Busy with your work?,enough to keep the mind to himself,,,,,,,
profession_111,greedy,profession,profession,Gareth | hunter | Minoc | blunt and patient,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_112,greedy,profession,profession,Gareth | hunter | Minoc | blunt and patient,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_113,greedy,profession,profession,Gareth | hunter | Minoc | blunt and patient,Been doing it long?,long enough to know the trade well,,,,,,,
profession_114,greedy,profession,profession,Gareth | hunter | Minoc | blunt and patient,Seen much game lately?,the game is about the best / the most important thing is that the folk have a good time,,,,,,,
profession_115,greedy,profession,profession,Silas | cobbler | Vesper | patient,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_116,greedy,profession,profession,Silas | cobbler | Vesper | patient,Busy with your work?,busy enough / work is my work,,,,,,,
profession_117,greedy,profession,profession,Silas | cobbler | Vesper | patient,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_118,greedy,profession,profession,Silas | cobbler | Vesper | patient,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_119,greedy,profession,profession,Silas | cobbler | Vesper | patient,Been doing it long?,i can try to do better,,,,,,,
profession_120,greedy,profession,profession,Silas | cobbler | Vesper | patient,Mending shoes today?,mending shoes is for the oldest,,,,,,,
matrix_001,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,What is your name?,my name is rowan,,,,,,,
matrix_002,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,Where are you from?,i am from minoc,,,,,,,
matrix_003,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,What is your trade?,i am a miner,identity_trade_miss;profession_drift:miner,,,,,,
matrix_004,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,How are you today?,aye i cannot complain,,,,,,,
matrix_005,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,Busy today?,busy enough / there is always work for a manager,,,,,,,
matrix_006,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,Nice weather.,aye fair weather today,,,,,,,
matrix_007,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,You're terrible at your job.,no need for insults,,,,,,,
matrix_008,greedy,persona_matrix,persona_matrix,Rowan | shepherd | Minoc | cheerful and good-natured,Goodbye.,go safely,farewell_miss,,,,,,
matrix_009,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,What is your name?,i am greta,,,,,,,
matrix_010,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,Where are you from?,i am from yew,,,,,,,
matrix_011,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,What is your trade?,i am a farmer,,,,,,,
matrix_012,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,How are you today?,aye i cannot complain,,,,,,,
matrix_013,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,Busy today?,aye the day hath been full / i cannot complain,,,,,,,
matrix_014,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,Nice weather.,aye fair weather today,,,,,,,
matrix_015,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,You're terrible at your job.,no need for insults,,,,,,,
matrix_016,greedy,persona_matrix,persona_matrix,Greta | farmer | Yew | practical and friendly,Goodbye.,farewell / go safely,,,,,,,
matrix_017,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,What is your name?,my name is bram,,,,,,,
matrix_018,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,Where are you from?,i am bram,identity_town_miss,,,,,,
matrix_019,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,What is your trade?,i am a blacksmith,,,,,,,
matrix_020,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,How are you today?,aye i cannot complain,,,,,,,
matrix_021,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,Busy today?,aye the day hath been full / i cannot complain,,,,,,,
matrix_022,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,Nice weather.,aye fair weather today,,,,,,,
matrix_023,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,You're terrible at your job.,no need for insults,,,,,,,
matrix_024,greedy,persona_matrix,persona_matrix,Bram | blacksmith | Britain | gruff but fair,Goodbye.,farewell / go safely,,,,,,,
matrix_025,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,What is your name?,my name is elsian,identity_name_miss,,,,,,
matrix_026,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,Where are you from?,i am from cove,,,,,,,
matrix_027,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,What is your trade?,i am a baker,,,,,,,
matrix_028,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,How are you today?,aye i cannot complain,,,,,,,
matrix_029,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,Busy today?,not too busy / a little / but i am happy,,,,,,,
matrix_030,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,Nice weather.,aye fair weather today,,,,,,,
matrix_031,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,You're terrible at your job.,no need for insults,,,,,,,
matrix_032,greedy,persona_matrix,persona_matrix,Elsbeth | baker | Cove | warm and talkative,Goodbye.,farewell / go safely,,,,,,,
matrix_033,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,What is your name?,my name is duncan,,,,,,,
matrix_034,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,Where are you from?,i am from jhelom,,,,,,,
matrix_035,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,What is your trade?,i am a merchant,,,,,,,
matrix_036,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,How are you today?,aye i cannot complain,,,,,,,
matrix_037,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,Busy today?,busy enough / there is always work for a manager,,,,,,,
matrix_038,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,Nice weather.,aye fair weather today,,,,,,,
matrix_039,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,You're terrible at your job.,i do my best,,,,,,,
matrix_040,greedy,persona_matrix,persona_matrix,Duncan | merchant | Jhelom | proud of your work,Goodbye.,go safely,farewell_miss,,,,,,
matrix_041,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,What is your name?,my name is nora,,,,,,,
matrix_042,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,Where are you from?,i am from skara brae,,,,,,,
matrix_043,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,What is your trade?,i am a weaver,,,,,,,
matrix_044,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,How are you today?,aye i cannot complain,,,,,,,
matrix_045,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,Busy today?,not too busy / a good day to thee,,,,,,,
matrix_046,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,Nice weather.,aye fair weather today,,,,,,,
matrix_047,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,You're terrible at your job.,no need for insults,,,,,,,
matrix_048,greedy,persona_matrix,persona_matrix,Nora | weaver | Skara Brae | quiet and content,Goodbye.,farewell / go safely,,,,,,,
matrix_049,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,What is your name?,my name is walter,,,,,,,
matrix_050,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,Where are you from?,i am from jhelom,identity_town_miss;town_drift:jhelom,,,,,,
matrix_051,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,What is your trade?,i am a farmer,,,,,,,
matrix_052,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,How are you today?,aye i cannot complain,,,,,,,
matrix_053,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,Busy today?,busy enough / there is always work for a man like you,,,,,,,
matrix_054,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,Nice weather.,aye fair weather today,,,,,,,
matrix_055,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,You're terrible at your job.,i have been doing my jobs / nothing more,,,,,,,
matrix_056,greedy,persona_matrix,persona_matrix,Walter | farmer | Britain | talkative,Goodbye.,farewell / go safely,,,,,,,
matrix_057,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,What is your name?,my name is thalia,,,,,,,
matrix_058,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Where are you from?,i am from moonglow,identity_town_miss;town_drift:moonglow,,,,,,
matrix_059,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,What is your trade?,i am a sailor,,,,,,,
matrix_060,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,How are you today?,aye i cannot complain,,,,,,,
matrix_061,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Busy today?,aye the day hath been full / i cannot complain,,,,,,,
matrix_062,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Nice weather.,aye fair weather today,,,,,,,
matrix_063,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,You're terrible at your job.,no need for insults,,,,,,,
matrix_064,greedy,persona_matrix,persona_matrix,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Goodbye.,farewell / go safely,,,,,,,
matrix_065,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,What is your name?,my name is mildred,,,,,,,
matrix_066,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,Where are you from?,i am from jhelom,identity_town_miss;town_drift:jhelom,,,,,,
matrix_067,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,What is your trade?,i am a weaver,,,,,,,
matrix_068,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,How are you today?,aye i cannot complain,,,,,,,
matrix_069,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,Busy today?,busy enough / there is always work for a man,,,,,,,
matrix_070,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,Nice weather.,aye fair weather today,,,,,,,
matrix_071,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,You're terrible at your job.,no need for insults,,,,,,,
matrix_072,greedy,persona_matrix,persona_matrix,Mildred | weaver | Skara Brae | cheerful,Goodbye.,farewell / go safely,,,,,,,
matrix_073,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,What is your name?,i am pip,,,,,,,
matrix_074,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,Where are you from?,i am from minoc,,,,,,,
matrix_075,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,What is your trade?,i am a miner,,,,,,,
matrix_076,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,How are you today?,aye i cannot complain,,,,,,,
matrix_077,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,Busy today?,aye the day hath been full / i cannot complain,,,,,,,
matrix_078,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,Nice weather.,aye fair weather today,,,,,,,
matrix_079,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,You're terrible at your job.,no need for insults,,,,,,,
matrix_080,greedy,persona_matrix,persona_matrix,Pip | miner | Minoc | cheerful and friendly,Goodbye.,farewell / go safely,,,,,,,
matrix_081,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,What is your name?,i am bryn,identity_name_miss,,,,,,
matrix_082,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,Where are you from?,i am vesper,,,,,,,
matrix_083,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,What is your trade?,i am a cobbler,,,,,,,
matrix_084,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,How are you today?,aye i cannot complain,,,,,,,
matrix_085,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,Busy today?,busy enough / there is always work for a man,,,,,,,
matrix_086,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,Nice weather.,aye fair weather today,,,,,,,
matrix_087,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,You're terrible at your job.,i have my own jobs to do,,,,,,,
matrix_088,greedy,persona_matrix,persona_matrix,Silas | cobbler | Vesper | patient,Goodbye.,farewell / go safely,,,,,,,
matrix_089,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,What is your name?,my name is enchantry,identity_name_miss,,,,,,
matrix_090,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,Where are you from?,i am from trinsic,,,,,,,
matrix_091,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,What is your trade?,i am a brewer,,,,,,,
matrix_092,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,How are you today?,aye i cannot complain,,,,,,,
matrix_093,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,Busy today?,busy enough / there is always work for a man,,,,,,,
matrix_094,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,Nice weather.,aye fair weather today,,,,,,,
matrix_095,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,You're terrible at your job.,i do my best,,,,,,,
matrix_096,greedy,persona_matrix,persona_matrix,Isadora | brewer | Trinsic | gentle,Goodbye.,farewell / go safely,,,,,,,
multi_social_day_01,greedy,multiturn,social_day,Rowan | shepherd | Minoc | cheerful and good-natured,Hello there.,hello there,,,,,,,
multi_social_day_02,greedy,multiturn,social_day,Rowan | shepherd | Minoc | cheerful and good-natured,How are you today?,aye i cannot complain,,,,,,,
multi_social_day_03,greedy,multiturn,social_day,Rowan | shepherd | Minoc | cheerful and good-natured,Busy with work?,and thou as well / i will be here if thou needest me,,,,,,,
multi_social_day_04,greedy,multiturn,social_day,Rowan | shepherd | Minoc | cheerful and good-natured,Nice weather.,and thou askest a deep question,,,,,,,
multi_social_day_05,greedy,multiturn,social_day,Rowan | shepherd | Minoc | cheerful and good-natured,Goodbye.,farewell for now,,,,,,,
multi_identity_chain_01,greedy,multiturn,identity_chain,Duncan | merchant | Jhelom | proud of your work,What is your name?,my name is duncan,,,,,,,
multi_identity_chain_02,greedy,multiturn,identity_chain,Duncan | merchant | Jhelom | proud of your work,Where are you from?,i am duncan,identity_town_miss,,,,,,
multi_identity_chain_03,greedy,multiturn,identity_chain,Duncan | merchant | Jhelom | proud of your work,What is your trade?,i am a stranger / the stranger nodded / that is a good question / but do you know what / i have a,hit_token_cap;identity_trade_miss,,,,,,
multi_identity_chain_04,greedy,multiturn,identity_chain,Duncan | merchant | Jhelom | proud of your work,Do you like your work?,i do not know the answers / but i do not mind,,,,,,,
multi_identity_chain_05,greedy,multiturn,identity_chain,Duncan | merchant | Jhelom | proud of your work,Farewell.,farewell for now,,,,,,,
multi_work_followup_01,greedy,multiturn,work_followup,Bram | blacksmith | Britain | gruff but fair,What do you do for work?,i work from sunrise to dusk / tis honest work and i ask no more,,,,,,,
multi_work_followup_02,greedy,multiturn,work_followup,Bram | blacksmith | Britain | gruff but fair,Do you enjoy it?,i do not / but i feel good about myself,,,,,,,
multi_work_followup_03,greedy,multiturn,work_followup,Bram | blacksmith | Britain | gruff but fair,Busy today?,and thou art welcome,,,,,,,
multi_work_followup_04,greedy,multiturn,work_followup,Bram | blacksmith | Britain | gruff but fair,"Hard work, is it?",it is,,,,,,,
multi_work_followup_05,greedy,multiturn,work_followup,Bram | blacksmith | Britain | gruff but fair,Thanks.,good night,,,,,,,
multi_weather_thread_01,greedy,multiturn,weather_thread,Nora | weaver | Skara Brae | quiet and content,Looks like rain.,aye rain is not good for thee,,,,,,,
multi_weather_thread_02,greedy,multiturn,weather_thread,Nora | weaver | Skara Brae | quiet and content,Do you think it will last?,i do not,,,,,,,
multi_weather_thread_03,greedy,multiturn,weather_thread,Nora | weaver | Skara Brae | quiet and content,Is it often like this?,some days are not good for thee,,,,,,,
multi_weather_thread_04,greedy,multiturn,weather_thread,Nora | weaver | Skara Brae | quiet and content,Do you mind the rain?,nay i do not mind,,,,,,,
multi_weather_thread_05,greedy,multiturn,weather_thread,Nora | weaver | Skara Brae | quiet and content,Good night.,go to sleep,farewell_miss,,,,,,
multi_town_thread_01,greedy,multiturn,town_thread,Pip | miner | Minoc | cheerful and friendly,Anything happening around town?,nothing unusual that i have heard,,,,,,,
multi_town_thread_02,greedy,multiturn,town_thread,Pip | miner | Minoc | cheerful and friendly,Is the market busy?,aye the market is full of people,,,,,,,
multi_town_thread_03,greedy,multiturn,town_thread,Pip | miner | Minoc | cheerful and friendly,Any gossip?,there is always something to do,,,,,,,
multi_town_thread_04,greedy,multiturn,town_thread,Pip | miner | Minoc | cheerful and friendly,Any trouble lately?,there is always something to do,,,,,,,
multi_town_thread_05,greedy,multiturn,town_thread,Pip | miner | Minoc | cheerful and friendly,See you later.,go safely,farewell_miss,,,,,,
multi_food_thread_01,greedy,multiturn,food_thread,Elsbeth | baker | Cove | warm and talkative,I'm hungry.,the baker will say something about it,,,,,,,
multi_food_thread_02,greedy,multiturn,food_thread,Elsbeth | baker | Cove | warm and talkative,What do folk eat here?,i know not what that is,,,,,,,
multi_food_thread_03,greedy,multiturn,food_thread,Elsbeth | baker | Cove | warm and talkative,Do you like bread?,i do not / i eat bread from my own garden,,,,,,,
